nom,diplome,statut,ville,nombre_etoiles,nombre_commentaires,classement,mention,specialite,adresse,taux_reussite_bac,taux_mentions_bac,effectifs_terminale,classement_lycees_generaux_technos,classement_lycees_pros
Lycée polyvalent Pierre Méchain,Public,Polyvalent,Laon,3.2,(27),18.0,60.0,7.0,Laon 19 rue Léo Lagrange 02011 Laon,89.0,60.0,294.0,13.7,9.9
Lycée et section d'enseignement professionnel Frédéric Ozanam,Privé,Polyvalent,Cesson-Sévigné,3.0,(12),33.0,67.0,8.0,Cesson-Sévigné 99 rue de la Chalotais CS 97704 35577 Cesson-Sévigné,98.0,67.0,351.0,13.0,12.8
Lycée privé Saint Rémi,Privé,Général,Roubaix,2.5,(34),26.0,58.0,13.0,Roubaix 10 rue NOTRE DAME DES VICTOIRES 59100 Roubaix,96.0,58.0,416.0,14.3,15.7
Lycée Dupleix,Public,Général,Landrecies,2.9,(10),24.0,54.0,8.0,Landrecies 10 boulevard des Résistants BP 69 59550 Landrecies,91.0,54.0,126.0,13.8,16.1
Lycée de l'Europe,Public,Général,Dunkerque,4.7,(5),23.0,52.0,11.0,Dunkerque 809 rue du Banc Vert BP 58 59640 Dunkerque,94.0,52.0,274.0,16.1,13.1
Lycée Clos Maire,Public,Polyvalent,Beaune,4.6,(31),7.0,63.0,10.0,Beaune 4 rue des Rôles BP 229 21200 Beaune,95.0,63.0,262.0,14.4,8.1
Lycée privé St Joseph Pierre Rouge,Privé,Polyvalent,Montferrier-sur-Lez,3.3,(11),31.0,65.0,7.0,Montferrier-sur-Lez 600 avenue du campus Agropolis Baillarguet 34980 Montferrier-sur-Lez,96.0,65.0,111.0,12.1,12.3
Lycée Jean Mermoz (voie générale et technologique),Public,Polyvalent,Montpellier,3.4,(19),30.0,52.0,10.0,Montpellier 717 avenue Jean Mermoz CS 29007 34060 Montpellier,90.0,52.0,629.0,12.3,5.5
Lycée polyvalent Jean Moulin,Public,Polyvalent,Roubaix,4.6,(9),38.0,35.0,5.0,Roubaix 49 boulevard du Général de Gaulle BP 19 59051 Roubaix,73.0,35.0,325.0,7.6,15.3
Campus Ozanam,Privé,Général,Lille,2.2,(15),35.0,62.0,9.0,Lille 238 rue du faubourg de Roubaix 59000 Lille,99.0,62.0,229.0,15.3,12.9
Lycée Marc Bloch (voie générale et technologique),Public,Polyvalent,Sérignan,3.2,(9),32.0,52.0,11.0,Sérignan Avenue Georges Frêche 34410 Sérignan,89.0,52.0,427.0,12.2,9.4
Lycée Joseph Vallot (voie générale et technologique),Public,Polyvalent,Lodève,3.5,(17),29.0,63.0,10.0,Lodève RUE DU DOCTEUR HENRI MAS 34700 Lodève,91.0,63.0,260.0,12.3,11.4
Lycée René Gosse,Public,Général,Clermont-l'Hérault,3.0,(9),37.0,64.0,10.0,Clermont-l'Hérault 2 rue Victor Hugo BP 96 34800 Clermont-l'Hérault,96.0,64.0,195.0,11.1,6.8
Lycée Emile Zola,Public,Général,Rennes,3.0,(31),41.0,83.0,8.0,Rennes 2 avenue Janvier CS 54444 35044 Rennes,99.0,83.0,321.0,10.8,11.8
Lycée polyvalent Jacques Cartier,Public,Polyvalent,Saint-Malo,3.3,(18),48.0,50.0,10.0,Saint-Malo 31 rue de la Balue CS 51811 35418 Saint-Malo,90.0,50.0,398.0,9.5,6.2
Ensemble scolaire privé La Salle,Privé,Polyvalent,Lille,3.7,(7),40.0,62.0,14.0,Lille 2 rue Jean Levasseur 59000 Lille,99.0,62.0,311.0,11.6,15.0
Lycée Irène et Frédéric Joliot-Curie,Public,Polyvalent,Sète,3.1,(14),28.0,53.0,10.0,Sète 105 rue du Dauphiné 34200 Sète,90.0,53.0,468.0,12.4,11.2
Lycée Georges Clemenceau,Public,Général,Montpellier,3.4,(17),27.0,59.0,10.0,Montpellier 31 avenue GEORGES CLEMENCEAU 34060 Montpellier,90.0,59.0,306.0,12.4,6.0
Lycée Jean Moulin (voie générale et technologique),Public,Polyvalent,Béziers,3.0,(29),22.0,54.0,12.0,Béziers Avenue des Martyrs de la Résistance BP 745 34521 Béziers,89.0,54.0,647.0,13.4,11.1
Lycée Yves Kernanec,Public,Général,Marcq-en-Baroeul,3.8,(16),31.0,71.0,9.0,Marcq-en-Baroeul 91 avenue du Docteur Calmette BP 92029 59702 Marcq-en-Baroeul,93.0,71.0,221.0,14.3,15.5
Lycée Victor Hugo (voie générale et technologique),Public,Polyvalent,Lunel,3.2,(27),21.0,65.0,8.0,Lunel 300 avenue Louis Médard BP 80203 34401 Lunel,93.0,65.0,348.0,13.6,8.1
Lycée J-M de la Mennais - annexe Assomption,Privé,Général,Retiers,3.7,(17),44.0,85.0,10.0,Retiers 20 square Charles de Gaulle 35240 Retiers,99.0,85.0,335.0,11.2,10.5
Lycée Jean-Paul II,Privé,Général,Saint-Grégoire,3.6,(28),40.0,90.0,8.0,Saint-Grégoire 2 rue Antoine de St Exupéry BP 96214 35762 Saint-Grégoire,100.0,90.0,229.0,12.0,8.3
Lycée d'excellence Edgar Morin,Public,Général,Douai,3.1,(17),21.0,32.0,8.0,Douai 264 rue d'Arras 59500 Douai,86.0,32.0,37.0,10.5,16.2
Lycée Saint-Martin - quartier Sainte-Geneviève,Privé,Général,Rennes,3.7,(14),35.0,73.0,9.0,Rennes 14 D rue Ginguené CS 44434 35044 Rennes,96.0,73.0,107.0,13.0,11.3
Lycée les Rimains,Privé,Général,Saint-Malo,3.9,(6),28.0,75.0,5.0,Saint-Malo Esplanade de la gare BP 60939 35409 Saint-Malo,99.0,75.0,75.0,13.4,10.7
Lycée Champollion (voie générale et technologique),Public,Polyvalent,Lattes,2.7,(27),34.0,60.0,10.0,Lattes Avenue de Figuières CS 31012 34973 Lattes,92.0,60.0,497.0,11.6,12.1
Lycée privé Notre-Dame de la Paix,Privé,Général,Lille,2.8,(24),41.0,69.0,11.0,Lille 14 place du Concert BP 167 59009 Lille cedex,99.0,69.0,131.0,15.0,14.7
Lycée privé Saint Joseph La Salle,Privé,Polyvalent,Dijon,3.5,(16),6.0,71.0,9.0,Dijon 39 rue du Transvaal BP 51090 21010 Dijon cedex,96.0,71.0,311.0,14.4,9.7
Lycée Valentine Labbé,Public,Polyvalent,La Madeleine,3.8,(8),60.0,54.0,7.0,La Madeleine 41 rue Paul Doumer BP 226 59563 La Madeleine,89.0,54.0,387.0,12.8,14.3
Lycée polyvalent Jessé de Forest,Public,Polyvalent,Avesnes-sur-Helpe,3.2,(11),58.0,62.0,10.0,Avesnes-sur-Helpe 15 avenue du Pont Rouge BP 215 59363 Avesnes-sur-Helpe,92.0,62.0,209.0,14.4,11.3
Lycée polyvalent Gustave Eiffel,Public,Polyvalent,Armentières,3.9,(9),57.0,72.0,7.0,Armentières 96 rue Jules Lebleu BP 111 59427 Armentières cedex,94.0,72.0,321.0,14.1,14.4
Lycée polyvalent Jean Favard,Public,Polyvalent,Guéret,3.9,(4),7.0,49.0,6.0,Guéret 27 route DE COURTILLE 23000 Guéret,85.0,49.0,236.0,8.4,8.6
Lycée Sainte-Thérèse,Privé,Général,Avesnes-sur-Helpe,3.6,(5),56.0,74.0,7.0,Avesnes-sur-Helpe 4 place Guillemin BP 53 59362 Avesnes-sur-Helpe,100.0,74.0,28.0,14.5,14.0
Lycée Jean Prouvé,Public,Général,Lille,3.5,(5),51.0,68.0,5.0,Lille 2 rue de Lompret BP 30327 59463 Lille,97.0,68.0,74.0,14.7,13.0
Lycée polyvalent Colbert,Public,Polyvalent,Tourcoing,4.3,(3),53.0,48.0,5.0,Tourcoing 2 parvis Jean-Baptiste Colbert BP 50620 59208 Tourcoing,89.0,48.0,230.0,13.0,14.6
Lycée Maxence Van Der Meersch,Public,Général,Roubaix,4.6,(4),52.0,49.0,9.0,Roubaix 1 avenue Maxence Van Der Meersch BP 97 59052 Roubaix,86.0,49.0,163.0,12.5,14.7
Lycée polyvalent Charlotte Perriand,Public,Polyvalent,Genech,3.0,(7),50.0,74.0,11.0,Genech Chateau du Bois 59242 Genech,98.0,74.0,391.0,14.7,9.4
Marcq Institution (Lycée),Privé,Général,Marcq-en-Baroeul,4.1,(85),49.0,95.0,7.0,Marcq-en-Baroeul 170 rue du Collège 59700 Marcq-en-Baroeul,100.0,95.0,290.0,14.3,14.8
Lycée des Nerviens,Public,Général,Bavay,4.4,(7),46.0,69.0,9.0,Bavay Place Charles de Gaulle BP 94049 59570 Bavay,94.0,69.0,102.0,14.9,7.7
Lycée international Montebello,Public,Général,Lille,4.0,(35),47.0,66.0,10.0,Lille 196 boulevard Montebello BP 80 59006 Lille,95.0,66.0,437.0,14.0,14.8
Ecole active bilingue Jeannine Manuel (lycée),Privé,Général,Marcq-en-Baroeul,4.2,(1),63.0,98.0,7.0,Marcq-en-Baroeul 418 bis rue ALBERT BAILLY 59700 Marcq-en-Baroeul,100.0,98.0,73.0,13.5,14.2
Lycée polyvalent Camille Claudel,Public,Polyvalent,Fourmies,2.8,(1),70.0,46.0,11.0,Fourmies Cité scolaire - 1 rue Paul Lafargue BP 70082 59613 Fourmies,86.0,46.0,178.0,13.8,9.7
Lycée privé Saint-Michel,Privé,Général,Solesmes,3.8,(7),79.0,75.0,9.0,Solesmes 13 rue Emile Zola 59730 Solesmes,97.0,75.0,73.0,11.9,13.3
EIC-Lycée polyvalent privé industriel et commercial,Privé,Polyvalent,Tourcoing,2.7,(10),59.0,61.0,13.0,Tourcoing 27 rue du Dragon CS 90279 59200 Tourcoing,93.0,61.0,598.0,14.4,11.4
Lycée privé Averroès,Privé,Général,Lille,4.8,(13),67.0,73.0,7.0,Lille 65 rue de la Prévoyance 59000 Lille,98.0,73.0,150.0,12.3,14.0
Lycée privé Saint-Jean,Privé,Général,Douai,3.8,(10),62.0,86.0,9.0,Douai 246 rue Saint Jean BP 70639 59500 Douai,100.0,86.0,148.0,14.2,13.5
Lycée Arthur Rimbaud,Public,Général,Sin-le-Noble,3.4,(21),93.0,55.0,12.0,Sin-le-Noble 1075 rue Paul Foucaut 59450 Sin-le-Noble,94.0,55.0,371.0,12.6,12.0
Lycée polyvalent Val de Lys,Public,Polyvalent,Estaires,3.0,(2),90.0,62.0,7.0,Estaires Rue Jacqueminemars BP 43 59940 Estaires,94.0,62.0,178.0,12.8,11.9
Lycée Baggio,Public,Général,Lille,3.3,(15),76.0,37.0,10.0,Lille 332 boulevard d'Alsace 59000 Lille,84.0,37.0,161.0,13.4,13.5
Lycée privé Notre-Dame de la Providence,Privé,Polyvalent,Orchies,3.6,(14),109.0,69.0,7.0,Orchies Rue des Glycines BP 59 59310 Orchies,95.0,69.0,139.0,10.3,11.5
Lycée Faidherbe,Public,Général,Lille,3.1,(9),73.0,69.0,11.0,Lille 9 rue Armand Carrel BP 767 59034 Lille cedex,94.0,69.0,350.0,13.8,4.2
Lycée polyvalent Beaupré,Public,Polyvalent,Haubourdin,3.7,(9),100.0,56.0,11.0,Haubourdin 8 Avenue de Beaupre BP 70079 59481 Haubourdin,89.0,56.0,451.0,11.9,9.4
Lycée privé Saint-Vincent de Paul,Privé,Polyvalent,Loos,2.8,(21),106.0,50.0,11.0,Loos 6 rue du Maréchal Joffre 59120 Loos,89.0,50.0,240.0,7.3,11.7
Institution Sainte Jeanne d'Arc,Privé,Polyvalent,Aulnoye-Aymeries,2.2,(4),96.0,56.0,7.0,Aulnoye-Aymeries 157 rue de l'Hôtel de Ville BP 20069 59620 Aulnoye-Aymeries,88.0,56.0,106.0,7.7,12.4
Lycée polyvalent André Lurçat,Public,Polyvalent,Maubeuge,3.1,(8),124.0,31.0,6.0,Maubeuge 113 rue d'Hautmont BP 30107 59602 Maubeuge,77.0,31.0,292.0,9.7,10.5
Lycée polyvalent Emile Zola,Public,Polyvalent,Wattrelos,3.3,(13),136.0,29.0,10.0,Wattrelos 174 rue de la Baillerie BP 139 59391 Wattrelos,71.0,29.0,190.0,5.2,9.4
Lycée Henri Wallon,Public,Général,Valenciennes,2.7,(7),111.0,57.0,10.0,Valenciennes 16 place de la République BP 435 59322 Valenciennes cedex,87.0,57.0,344.0,9.5,11.4
Lycée privé Epid,Privé,Général,Dunkerque,2.8,(3),110.0,65.0,5.0,Dunkerque 20 rue DE LILLE 59140 Dunkerque,99.0,65.0,79.0,11.4,9.7
Lycée privé Saint-Adrien,Privé,Général,Villeneuve-d'Ascq,3.6,(22),121.0,88.0,10.0,Villeneuve-d'Ascq 15 rue St JB de la Salle BP 167 59653 Villeneuve-d'Ascq,100.0,88.0,274.0,10.6,8.6
Lycée polyvalent Ernest Couteaux,Public,Polyvalent,Saint-Amand-les-Eaux,3.3,(8),130.0,54.0,10.0,Saint-Amand-les-Eaux 37 avenue du Collège BP 229 59734 Saint-Amand-les-Eaux,88.0,54.0,296.0,10.2,9.2
Lycée polyvalent Camille Desmoulins,Public,Polyvalent,Le Cateau-Cambrésis,3.0,(5),123.0,38.0,9.0,Le Cateau-Cambrésis 47 rue de la République BP 30025 59360 Le Cateau-Cambrésis,74.0,38.0,127.0,10.6,3.4
Lycée du Noordover,Public,Général,Grande-Synthe,3.8,(8),86.0,51.0,11.0,Grande-Synthe 26 avenue de Suwalki BP 50189 59792 Grande-Synthe,93.0,51.0,256.0,13.0,8.7
Lycée polyvalent Marguerite Yourcenar,Public,Polyvalent,Erstein,4.1,(21),10.0,70.0,8.0,Erstein 12 rue Victor Schoelcher BP 80050 67152 Erstein,97.0,70.0,297.0,14.7,10.8
Lycée polyvalent Gabriel Touchard - Washington,Public,Polyvalent,Le Mans,3.7,(18),12.0,56.0,9.0,Le Mans 8 place Washington BP 22160 72002 Le Mans,91.0,56.0,565.0,12.2,11.9
Lycée polyvalent de Perseigne,Public,Polyvalent,Mamers,3.9,(4),11.0,51.0,8.0,Mamers Rue Jean Jaurès BP 89 72600 Mamers,90.0,51.0,127.0,12.9,9.3
Lycée Jean-Joseph Fourier,Public,Polyvalent,Auxerre,3.2,(11),13.0,39.0,10.0,Auxerre 16 rue Raymond Poincaré BP 26 89010 Auxerre,85.0,39.0,339.0,10.8,7.7
Lycée Saint-Martin de France,Privé,Général,Pontoise,3.6,(23),12.0,56.0,8.0,Pontoise 1 avenue de Verdun CS 70025 95301 Pontoise,97.0,56.0,142.0,15.8,12.4
Lycée de Bezons,Public,Polyvalent,Bezons,2.8,(4),11.0,48.0,7.0,Bezons 5-7 rue Marcel Langlois BP 125 95870 Bezons,85.0,48.0,199.0,12.6,15.8
Lycée Fénelon,Public,Général,Lille,3.4,(21),89.0,66.0,11.0,Lille 27 rue Alexandre Leleux BP 2028 59013 Lille,94.0,66.0,213.0,12.9,12.0
Lycée Anita Conti,Public,Général,Bruz,3.5,(18),18.0,61.0,8.0,Bruz Esplanade Anita Conti BP 67402 35174 Bruz,99.0,61.0,296.0,12.1,14.7
Lycée Henri Martin,Public,Général,Saint-Quentin,3.0,(1),17.0,54.0,12.0,Saint-Quentin 1 rue Gabriel Girodon 02100 Saint-Quentin,90.0,54.0,259.0,13.7,13.1
Lycée Jean Bart,Public,Général,Dunkerque,3.9,(10),19.0,62.0,11.0,Dunkerque 1 rue du Nouvel Arsenal BP 4522 59383 Dunkerque,95.0,62.0,434.0,12.8,16.3
Lycée polyvalent Benjamin Franklin,Public,Polyvalent,Orléans,3.1,(11),19.0,43.0,11.0,Orléans 21 bis rue Eugène Vignat BP 72049 45010 Orléans,86.0,43.0,469.0,10.1,11.1
Lycée Jean Jaurès (voie générale et technologique),Public,Polyvalent,Saint-Clément-de-Rivière,3.2,(21),19.0,72.0,8.0,Saint-Clément-de-Rivière 480 avenue St Sauveur du Pin 34980 Saint-Clément-de-Rivière,95.0,72.0,511.0,13.8,13.4
Lycée Clément Ader,Public,Polyvalent,Athis-Mons,3.5,(19),16.0,41.0,6.0,Athis-Mons 37 bis rue Geneviève Anthonioz de Gaulle 91200 Athis-Mons,89.0,41.0,238.0,12.5,15.2
Lycée Léonard de Vinci,Public,Polyvalent,Saint-Michel-sur-Orge,3.1,(10),15.0,58.0,8.0,Saint-Michel-sur-Orge Place Léonard de Vinci BP 169 91240 Saint-Michel-sur-Orge,90.0,58.0,335.0,15.3,12.2
Lycée privé Notre-Dame de Grâce,Privé,Général,Maubeuge,3.4,(8),20.0,71.0,9.0,Maubeuge 13 rue de la Croix BP 50127 59602 Maubeuge,98.0,71.0,101.0,16.2,15.8
Lycée Étienne-Jules Marey,Public,Polyvalent,Beaune,3.3,(18),5.0,61.0,9.0,Beaune 5 rue du 16e Chasseur BP 225 21206 Beaune,92.0,61.0,294.0,11.6,14.7
Lycée Anna Judic,Public,Polyvalent,Semur-en-Auxois,3.5,(10),4.0,55.0,8.0,Semur-en-Auxois 37 rue de la Liberté 21140 Semur-en-Auxois,95.0,55.0,177.0,12.9,14.8
Lycée Voltaire,Public,Général,Orléans,3.5,(11),23.0,59.0,13.0,Orléans 3 avenue Voltaire 45072 Orléans,91.0,59.0,454.0,8.2,10.4
Lycée Le Castel,Public,Polyvalent,Dijon,3.2,(21),3.0,64.0,10.0,Dijon 22 rue Daubenton 21000 Dijon,92.0,64.0,409.0,14.9,14.3
Lycée Pierre Bourdan,Public,Général,Guéret,3.4,(5),2.0,57.0,8.0,Guéret place Molière BP 19 23011 Guéret cedex,91.0,57.0,235.0,14.4,9.7
Lycée Élisée Reclus,Public,Général,Sainte-Foy-la-Grande,4.0,(6),11.0,62.0,9.0,Sainte-Foy-la-Grande 7 avenue de Verdun BP 69 33220 Sainte-Foy-la-Grande,93.0,62.0,157.0,12.5,14.4
Lycée Jules Renard,Public,Général,Nevers,3.6,(17),5.0,58.0,11.0,Nevers 11 boulevard Saint-Exupéry BP 249 58002 Nevers,96.0,58.0,248.0,13.1,9.5
Lycée Eugène Jamot,Public,Général,Aubusson,3.4,(7),3.0,58.0,8.0,Aubusson 1 rue WILLIAMS DUMAZET 23200 Aubusson,95.0,58.0,92.0,14.3,11.6
Lycée polyvalent du Haut-Barr,Public,Polyvalent,Saverne,3.9,(11),7.0,72.0,10.0,Saverne 4 rue Jean de Manderscheid BP 50108 67703 Saverne,97.0,72.0,200.0,14.7,15.0
Lycée Raymond Loewy,Public,Général,La Souterraine,4.3,(1),4.0,58.0,8.0,La Souterraine place de Filderstadt BP 26 23300 La Souterraine,93.0,58.0,112.0,11.8,12.9
Lycée polyvalent d'Estournelles de Constant,Public,Polyvalent,La Flèche,3.4,(21),8.0,57.0,9.0,La Flèche Boulevard du Québec BP 90155 72205 La Flèche,92.0,57.0,455.0,10.8,13.3
Lycée Pierre Larousse,Public,Général,Toucy,3.1,(14),8.0,65.0,8.0,Toucy 6 rue des Montagnes 89130 Toucy,99.0,65.0,127.0,13.1,4.6
Lycée Jacques Prévert,Public,Général,Taverny,3.4,(17),9.0,56.0,9.0,Taverny 23 chemin Vert de Boissy 95150 Taverny,91.0,56.0,322.0,16.0,11.0
Centre Scolaire Notre-Dame - Lycée polyvalent (sup),Privé,Polyvalent,Nevers,2.5,(4),8.0,54.0,7.0,Nevers 22 rue Jeanne d'Arc 58000 Nevers,91.0,54.0,190.0,10.8,11.9
Lycée Pierre-Gilles de Gennes,Public,Polyvalent,Cosne-Cours-sur-Loire,3.6,(8),6.0,59.0,10.0,"Cosne-Cours-sur-Loire Rue du Colonel Rabier site général et technologique, BP 144 58206 Cosne-Cours-sur-Loire",91.0,59.0,190.0,12.6,8.0
Lycée l'Essouriau,Public,Polyvalent,Les Ulis,3.8,(16),13.0,53.0,11.0,Les Ulis 1 avenue de Dordogne BP 1031 91979 Les Ulis,89.0,53.0,418.0,11.9,15.4
Lycée Jules Verne,Public,Général,Limours,3.8,(13),12.0,72.0,8.0,Limours 49 rue d'Arpajon 91470 Limours,97.0,72.0,278.0,14.7,15.4
Lycée polyvalent Laurent de Lavoisier,Public,Polyvalent,Mulhouse,2.9,(10),13.0,46.0,9.0,Mulhouse 42 rue Lavoisier BP 52056 68059 Mulhouse,89.0,46.0,302.0,14.2,13.5
Lycée Jean-Jacques Rousseau,Public,Polyvalent,Sarcelles,3.6,(15),10.0,40.0,7.0,Sarcelles 2 rue Jean-Jacques Rousseau 95200 Sarcelles,88.0,40.0,645.0,15.9,13.2
Lycée Honoré Romane,Public,Spécialisé,Embrun,3.2,(17),9.0,64.0,9.0,Embrun Route de Caleyère BP 93 05202 Embrun,94.0,64.0,135.0,11.1,7.9
Lycée et section d'enseignement professionnel Pierre Mendès France,Public,Polyvalent,Rennes,4.3,(1),13.0,53.0,9.0,Rennes 34 rue Bahon Rault CS 86906 35069 Rennes cedex,86.0,53.0,248.0,15.1,5.3
Lycée polyvalent privé Saint-Paul,Privé,Polyvalent,Lens,3.3,(25),11.0,80.0,8.0,Lens 38 route de la Bassée BP 17 62301 Lens,99.0,80.0,373.0,15.1,13.9
Lycée polyvalent J-B Le Taillandier - site Notre-Dame des Marais,Privé,Polyvalent,Fougères,3.2,(9),14.0,69.0,10.0,Fougères 9 bis rue Eugène Pacory BP 30402 35304 Fougères cedex,96.0,69.0,363.0,14.9,13.3
Lycée Joliot Curie,Public,Général,Hirson,2.6,(2),13.0,56.0,11.0,Hirson 5 rue Chanzy 02500 Hirson,89.0,56.0,173.0,14.4,14.0
Lycée européen,Public,Général,Villers-Cotterêts,4.2,(35),12.0,67.0,9.0,Villers-Cotterêts avenue de Noue BP 159 02600 Villers-Cotterêts,96.0,67.0,187.0,14.7,8.0
Lycée Gambetta,Public,Général,Tourcoing,3.9,(12),17.0,48.0,12.0,Tourcoing 80 boulevard Gambetta BP 20500 59208 Tourcoing,89.0,48.0,292.0,13.6,16.3
Lycée polyvalent du Pays de Condé,Public,Polyvalent,Condé-sur-l'Escaut,3.3,(13),16.0,47.0,11.0,Condé-sur-l'Escaut 2 rue Jean Monnet BP 39 59163 Condé-sur-l'Escaut,81.0,47.0,390.0,16.3,7.1
Centre scolaire Saint Paul (Prépas),Privé,Général,Lille,3.6,(24),14.0,91.0,13.0,Lille 62 rue Royale 59000 Lille,100.0,91.0,316.0,16.1,16.6
Lycée polyvalent privé Saint-Paul - Bourdon Blanc,Privé,Polyvalent,Orléans,4.0,(29),17.0,50.0,10.0,Orléans 4 rue Neuve Saint-Aignan 45000 Orléans,92.0,50.0,251.0,11.4,11.5
Lycée privé Saint-Joseph (voie générale et technologique),Privé,Polyvalent,Sète,3.3,(29),16.0,62.0,7.0,Sète 11 avenue Marx Dormoy BP 77 34202 Sète,97.0,62.0,136.0,11.8,13.9
Lycée Jules Guesde (voie générale et technologique),Public,Polyvalent,Montpellier,3.2,(33),15.0,64.0,13.0,Montpellier 110 avenue de Lodève 34060 Montpellier,93.0,64.0,668.0,12.8,14.0
Lycée privé épiscopal,Privé,Général,Zillisheim,3.6,(25),10.0,84.0,9.0,Zillisheim 5 rue du Séminaire 68720 Zillisheim,100.0,84.0,155.0,12.9,14.4
Lycée polyvalent Saint-Pierre,Privé,Polyvalent,Brunoy,3.7,(2),11.0,81.0,5.0,Brunoy 70 rue de Montgeron 91800 Brunoy,98.0,81.0,357.0,15.5,12.3
Lycée polyvalent Blaise Pascal,Public,Polyvalent,Colmar,3.4,(8),12.0,65.0,9.0,Colmar 74 rue du Logelbach 68025 Colmar,92.0,65.0,375.0,14.2,13.0
Lycée général et technologique privé d'Avesnières,Privé,Général,Laval,3.3,(14),14.0,74.0,10.0,Laval 51 rue d'Avesnières BP 51209 53012 Laval,100.0,74.0,206.0,11.9,9.4
Lycée polyvalent de Bois d'Olive,Public,Polyvalent,Saint-Pierre,4.0,(4),14.0,52.0,9.0,Saint-Pierre 112 Avenue Laurent Vergès BP 71 97432 Saint-Pierre,92.0,52.0,283.0,14.4,5.9
Lycée polyvalent Léonard de Vinci,Public,Polyvalent,Soissons,4.2,(7),15.0,54.0,8.0,Soissons 1 espace Jean Guerland BP 547 02331 Soissons cedex,88.0,54.0,193.0,14.0,12.1
Lycée Ismaël Dauphin,Public,Général,Cavaillon,4.2,(19),1.0,62.0,10.0,Cavaillon Rue Pierre Fabre 84300 Cavaillon,95.0,62.0,353.0,15.4,18.4
Lycée Vauban,Public,Général,Givet,3.3,(7),1.0,56.0,8.0,Givet 15 rue André Bousy 08600 Givet,90.0,56.0,68.0,17.3,13.7
Lycée des Graves,Public,Général,Gradignan,3.6,(25),4.0,71.0,11.0,Gradignan 238 cours Général-de-Gaulle 33170 Gradignan,97.0,71.0,413.0,14.5,15.4
Cité scolaire Françoise Combes (lycée),Public,Général,Montpellier,3.3,(3),14.0,61.0,7.0,Montpellier 4 rue du 81E Régiment d'Infanterie 34090 Montpellier,97.0,61.0,94.0,14.0,10.6
Lycée Bellevue,Public,Général,Le Mans,3.9,(36),4.0,65.0,12.0,Le Mans 2 rue de l' Abbaye Saint-Vincent BP 524 72001 Le Mans,96.0,65.0,387.0,11.3,16.7
Lycée Chevalier d'Éon,Public,Polyvalent,Tonnerre,3.9,(6),6.0,50.0,8.0,Tonnerre 2 place Edmond Jacob 89700 Tonnerre,92.0,50.0,155.0,11.7,15.0
Lycée Romain Rolland,Public,Polyvalent,Goussainville,3.1,(18),7.0,42.0,9.0,Goussainville 21 avenue de Montmorency 95190 Goussainville,83.0,42.0,590.0,16.3,12.3
Lycée Saint-Joseph,Privé,Général,Argenteuil,4.5,(1),6.0,86.0,6.0,Argenteuil 127 avenue du Maréchal Joffre 95100 Argenteuil,100.0,86.0,94.0,16.3,9.2
Lycée Julie-Victoire Daubié,Public,Général,Argenteuil,3.8,(22),5.0,50.0,9.0,Argenteuil 9 rue Louis Massignon 95100 Argenteuil,89.0,50.0,312.0,17.3,14.3
Lycée Sophie Berthelot,Public,Général,Calais,4.0,(14),7.0,68.0,13.0,Calais 224 boulevard Gambetta BP 209 62104 Calais,94.0,68.0,388.0,10.2,16.0
Lycée Maurice Genevoix,Public,Polyvalent,Decize,3.4,(10),2.0,49.0,10.0,Decize 51 route d'Avril-sur-Loire 58300 Decize,90.0,49.0,154.0,8.4,15.2
Lycée polyvalent Sainte-Anne,Privé,Polyvalent,Sablé-sur-Sarthe,2.6,(2),3.0,73.0,7.0,Sablé-sur-Sarthe 5 rue Alain de Rouge BP 175 72300 Sablé-sur-Sarthe,99.0,73.0,67.0,15.4,16.8
Lycée Parc des Chaumes,Public,Polyvalent,Avallon,3.3,(4),7.0,58.0,7.0,Avallon 14-16 avenue du Parc des Chaumes BP 187 89206 Avallon,94.0,58.0,138.0,13.1,12.5
Lycée Scheurer Kestner,Public,Général,Thann,3.2,(16),9.0,67.0,7.0,Thann 1 rue Moschenross BP 110 68802 Thann,93.0,67.0,287.0,14.5,14.4
Lycée Albert Schweitzer,Public,Général,Mulhouse,4.0,(12),7.0,58.0,12.0,Mulhouse 8 boulevard de la Marne BP 2269 68068 Mulhouse,93.0,58.0,412.0,14.6,14.4
Lycée Jean Brito,Public,Général,Bain-de-Bretagne,3.6,(21),12.0,65.0,10.0,Bain-de-Bretagne Avenue du Bois Greffier BP 27039 35470 Bain-de-Bretagne,96.0,65.0,322.0,14.3,15.3
Lycée et section d'enseignement professionnel Marcel Callo,Privé,Polyvalent,Redon,3.8,(12),11.0,76.0,3.0,Redon 21 avenue Etienne Gascon BP 80324 35603 Redon,98.0,76.0,216.0,14.9,15.6
Lycée Saint-Joseph,Privé,Général,Fontaine-lès-Vervins,3.6,(3),11.0,87.0,7.0,Fontaine-lès-Vervins 2 chaussée DE FONTAINE 02140 Fontaine-lès-Vervins,99.0,87.0,47.0,10.7,15.0
Lycée polyvalent Eugène Thomas,Public,Polyvalent,Le Quesnoy,4.2,(13),13.0,63.0,8.0,Le Quesnoy 100 avenue Léo Lagrange BP 63 59530 Le Quesnoy,94.0,63.0,232.0,11.3,16.7
Lycée privé Marmoutier,Privé,Général,Tours,3.0,(15),11.0,57.0,8.0,Tours 17 quai Marmoutier BP 27344 37073 Tours cedex 2,95.0,57.0,55.0,13.9,8.6
